519	1.000000	2.995947
583	1.000000	3.022288
647	1.000000	3.037516
711	1.000000	3.040593
775	1.000000	3.073346
839	1.000000	3.044579
903	1.000000	2.868523
967	1.000000	2.598062
1031	1.000000	2.671971
1095	1.000000	2.742450
1159	1.000000	2.846498
1223	1.000000	2.908051
1287	1.000000	3.288422
1351	1.000000	3.353879
1415	1.000000	3.927919
1479	1.000000	4.219140
1543	1.000000	4.464587
1607	1.000000	4.653609
1671	1.000000	4.670574
1735	1.000000	4.889826
1799	1.000000	4.816714
1863	1.000000	4.836529
1927	1.000000	4.889145
1991	1.000000	4.867924
2055	1.000000	4.839208
