2048    8665367239   5244369   1133006440   9438925
2080    9877335339   5409501   1331948471   9736157
2112    10304862487   5577193   1533038404   10037997
2144    11228890151   5747445   1735563602   10344445
2176    11642800335   5920257   1939131034   10655501
2208    12632096959   6095629   2142971527   10971165
2240    13213664987   6273561   2346601740   11291437
2272    14080991299   6454053   2549213966   11616317
2304    14658595859   6637105   2750198922   11945805
