2048	112.435	9.64303
2080	42.3751	10.0711
2112	43.9882	10.4573
2144	46.4648	10.9865
2176	50.3508	11.4611
2208	50.5754	11.9707
2240	51.1295	12.589
2272	55.3508	13.0168
2304	122.086	13.6207
