2048	111.968174	9.611472
2080	42.235288	9.991880
2112	43.850532	10.454541
2144	46.492886	10.966399
2176	49.688087	11.469395
2208	51.773823	11.944310
2240	50.894482	12.474053
2272	55.598367	13.024532
2304	120.900044	13.620086
2048	100.934381	9.855179
2080	42.302069	10.342880
2112	44.000782	10.462270
2144	46.384600	10.963751
2176	50.746142	11.459090
2208	50.536496	11.939838
2240	50.849148	12.482622
2272	55.305563	13.021204
2304	120.410555	13.624132
2048	115.053751	9.612643
2080	42.680051	10.300862
2112	44.142427	10.451866
2144	46.131750	10.964345
2176	51.834011	11.465210
2208	50.356997	11.953465
2240	50.726222	12.937786
2272	55.377653	13.026311
2304	124.498944	13.620267
2048	107.884174	9.612139
2080	42.022000	9.978286
2112	43.711054	10.468709
2144	46.175629	10.964572
2176	49.835171	11.462723
2208	50.580886	12.213833
2240	51.938486	12.478999
2272	55.025624	13.015095
2304	122.128380	13.614000
2048	114.289973	9.608770
2080	42.201479	9.991688
2112	43.937576	10.443589
2144	46.164496	10.976672
2176	49.815582	11.448371
2208	50.435953	11.924107
2240	50.962544	12.478140
2272	55.905180	13.017757
2304	120.399556	13.626928
2048	118.157135	9.609205
2080	42.236843	9.991204
2112	43.909039	10.456112
2144	47.520344	11.130704
2176	49.617798	11.464829
2208	50.510546	11.937222
2240	51.115289	12.463558
2272	55.349934	13.020268
2304	125.713708	13.616425
2048	111.126097	9.618687
2080	42.137667	9.980278
2112	44.683104	10.469105
2144	46.782721	10.963810
2176	50.084429	11.459556
2208	50.277275	11.934202
2240	50.834017	12.479957
2272	54.901888	13.008980
2304	120.574427	13.622650
2048	120.063483	9.616157
2080	43.185106	9.992061
2112	43.670696	10.452006
2144	46.066044	10.961807
2176	51.185120	11.459499
2208	50.131445	11.918328
2240	51.716022	12.916902
2272	55.341892	13.000347
2304	122.064748	13.620727
