2048	106.519	9.62193
2080	41.8328	9.99028
2112	43.6303	10.4516
2144	45.9261	10.9597
2176	49.107	11.476
2208	49.8766	11.918
2240	50.343	12.4804
2272	54.6838	13.0178
2304	119.086	13.6526
