5584    280011384   74493248   250740448   74493248
5648    286496074   76211095   256553776   76211095
5712    293134148   77935219   262508315   77935219
5776    299724983   79680480   268408176   79680480
5840    306276324   81480030   274260393   81480030
5904    313056661   83276185   280338769   83276185
5968    319993920   85078030   286561688   85078030
6032    326878454   86901070   292724457   86901070
6096    333718534   88779943   298834600   88779943
