17168	3.298181	0.323127
17232	3.313700	0.325961
17296	3.361985	0.328070
17360	3.739328	0.344890
17424	3.806396	0.348576
17488	3.602251	0.335451
17552	3.569857	0.339768
17616	3.684342	0.341045
17680	3.845468	0.345284
17744	3.742497	0.345815
17808	3.892769	0.349881
17872	3.787118	0.351068
17936	3.867469	0.358541
18000	4.017622	0.356664
18064	4.022590	0.357754
18128	4.036271	0.360466
18192	4.043563	0.364539
17168	3.267093	0.324384
17232	3.303096	0.326151
17296	3.417059	0.329005
17360	3.526433	0.332577
17424	3.617832	0.332976
17488	3.575363	0.339853
17552	3.750144	0.337515
17616	3.687056	0.341058
17680	3.724127	0.343203
17744	3.686524	0.346623
17808	3.777341	0.348714
17872	3.938189	0.352441
17936	3.941824	0.353907
18000	4.048092	0.354989
18064	4.049489	0.357927
18128	4.224346	0.363161
18192	4.216916	0.362608
17168	3.469283	0.324861
17232	3.350291	0.326178
17296	3.492259	0.331131
17360	3.489541	0.331398
17424	3.463713	0.335736
17488	3.562315	0.336456
17552	3.639380	0.338422
17616	3.722754	0.341717
17680	3.766191	0.343375
17744	3.867691	0.345157
17808	3.850867	0.349649
17872	3.856477	0.350567
17936	3.894982	0.355635
18000	3.901892	0.355885
18064	4.000703	0.358455
18128	4.314956	0.363848
18192	4.069954	0.364746
17168	3.374460	0.323867
17232	3.428931	0.326150
17296	3.389240	0.327714
17360	3.541466	0.333108
17424	3.581054	0.333784
17488	3.686761	0.336424
17552	3.604588	0.338601
17616	3.681441	0.340270
17680	3.724291	0.343896
17744	3.914533	0.349049
17808	3.864390	0.347805
17872	3.967736	0.351091
17936	4.182513	0.353154
18000	4.115793	0.356638
18064	3.999252	0.359185
18128	4.161146	0.362996
18192	4.576109	0.377147
17168	3.439272	0.325714
17232	3.467497	0.326715
17296	3.472286	0.331978
17360	3.491570	0.331376
17424	3.617657	0.335875
17488	3.508471	0.336347
17552	3.680136	0.339745
17616	3.793480	0.341270
17680	3.794614	0.345561
17744	3.765168	0.346183
17808	3.880023	0.350251
17872	4.044768	0.350769
17936	3.963873	0.353429
18000	4.416081	0.356429
18064	4.104906	0.359399
18128	4.264493	0.360237
18192	4.201433	0.365457
17168	3.265446	0.323731
17232	3.400988	0.327377
17296	3.455752	0.328612
17360	3.665767	0.331381
17424	3.560597	0.333163
17488	3.533219	0.337744
17552	3.564613	0.338529
17616	3.675057	0.341272
17680	3.688705	0.342646
17744	3.710781	0.346344
17808	3.780486	0.348760
17872	3.944287	0.353653
17936	3.820580	0.353773
18000	4.079471	0.355761
18064	4.013179	0.358553
18128	4.040439	0.360666
18192	4.005908	0.363083
17168	3.332742	0.324624
17232	3.345811	0.326511
17296	3.600224	0.331080
17360	3.594400	0.330764
17424	3.625522	0.336357
17488	3.672264	0.335187
17552	3.753605	0.338857
17616	3.621031	0.341564
17680	3.747728	0.342884
17744	3.672244	0.347008
17808	3.901469	0.351277
17872	3.806917	0.351396
17936	3.963147	0.354399
18000	3.903499	0.355942
18064	4.110075	0.360268
18128	4.086698	0.362556
18192	4.316882	0.365882
17168	3.280629	0.324070
17232	3.438337	0.325442
17296	3.470408	0.328073
17360	3.514172	0.332592
17424	3.407323	0.332840
17488	3.575231	0.340600
17552	3.612574	0.337674
17616	3.739149	0.341543
17680	3.690606	0.343936
17744	3.693279	0.345980
17808	3.754949	0.348452
17872	4.023870	0.350924
17936	3.913730	0.353694
18000	4.015866	0.355923
18064	4.007718	0.358003
18128	4.039051	0.362162
18192	3.993111	0.363574
